Column1,latitude,longitude,location
664,28.428344,-81.464646,"Convention Way, Orange County Convention Center, Orlando,  Florida, 32819"
665,28.419431,-81.459825,"International Drive, Orlando,  Florida, 32821"
666,28.419515,-81.459923,"International Drive, Orlando,  Florida, 32821"
667,28.419512,-81.45986600000001,"International Drive, Orlando,  Florida, 32821"
668,28.433275,-81.469898,"Pointe Orlando, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
669,28.433439,-81.472036,"WonderWorks, 9067, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
670,28.431947,-81.470445,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
671,28.431335,-81.470247,"The Oceanaire Seafood Room, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
672,28.432061,-81.470406,"Pointe Orlando, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
673,28.431946,-81.470446,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
674,28.432004,-81.47042999999999,"Pointe Orlando, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
675,28.431941,-81.47042999999999,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
676,28.431933,-81.47044699999999,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
677,28.431934,-81.47045199999999,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
678,28.431919,-81.470445,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
679,28.431884,-81.470456,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
680,28.431966,-81.470433,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
681,28.431989,-81.470431,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
682,28.431991,-81.470439,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
683,28.432108,-81.470433,"Pointe Orlando, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
684,28.431939,-81.470445,"Tommy Bahama's Restaurant & Bar, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
685,28.424112,-81.460871,"McDonald's, 9914, International Drive, International Drive Resort Area, Orlando,  Florida, 32821"
686,28.426074,-81.46704099999999,"International Drive, International Drive Resort Area, Orlando,  Florida, 32819"
687,28.425605,-81.46485699999999,"International Drive, International Drive Resort Area, Orlando,  Florida, 32819"
688,28.434746,-81.424947,"Southpark Center Loop, SouthPark, Orlando,  Florida, 32809"
689,28.434639,-81.424819,"Southpark Center Loop, SouthPark, Orlando,  Florida, 32809"
690,28.42941,-81.411946,"Parksouth Court, Orlando Central Park South, Orlando,  Florida, 32809"
691,28.434794,-81.425112,"Southpark Center Loop, SouthPark, Orlando,  Florida, 32809"
692,28.434741,-81.424756,"John Young Parkway, Orlando,  Florida, 32809"
693,28.4347,-81.424803,"Southpark Center Loop, SouthPark, Orlando,  Florida, 32809"
694,28.435133,-81.424093,"John Young Parkway, Orlando,  Florida, 32809"
695,28.435182,-81.424263,"John Young Parkway, Orlando,  Florida, 32809"
696,28.432957,-81.411265,"Beachline Expressway, Orlando,  Florida, 32809"
697,28.435195,-81.42447799999999,"John Young Parkway, Orlando,  Florida, 32809"
698,28.432958,-81.411266,"Beachline Expressway, Orlando,  Florida, 32809"
699,28.43516,-81.42455200000001,"John Young Parkway, Orlando,  Florida, 32809"
700,28.435179,-81.42442699999999,"John Young Parkway, Orlando,  Florida, 32809"
701,28.435168,-81.424407,"John Young Parkway, Orlando,  Florida, 32809"
702,28.432959,-81.411266,"Beachline Expressway, Orlando,  Florida, 32809"
703,28.435175,-81.424533,"John Young Parkway, Orlando,  Florida, 32809"
704,28.43505,-81.424358,"John Young Parkway, Orlando,  Florida, 32809"
705,28.43296,-81.411267,"Beachline Expressway, Orlando,  Florida, 32809"
706,28.435135,-81.424584,"John Young Parkway, Orlando,  Florida, 32809"
707,28.434994,-81.424436,"John Young Parkway, Orlando,  Florida, 32809"
708,28.432981,-81.41129599999999,"Beachline Expressway, Orlando,  Florida, 32809"
709,28.435139,-81.424577,"John Young Parkway, Orlando,  Florida, 32809"
710,28.433198,-81.41171900000001,"Beachline Expressway, Orlando,  Florida, 32809"
711,28.433147,-81.411704,"Beachline Expressway, Orlando,  Florida, 32809"
712,28.4352,-81.424488,"John Young Parkway, Orlando,  Florida, 32809"
713,28.435007,-81.424503,"John Young Parkway, Orlando,  Florida, 32809"
714,28.432971,-81.411653,"Beachline Expressway, Orlando,  Florida, 32809"
715,28.435023,-81.42449000000001,"John Young Parkway, Orlando,  Florida, 32809"
716,28.429523,-81.410663,"Delegates Drive, Orlando Central Park South, Orlando,  Florida, 32809"
717,28.435006,-81.42442,"John Young Parkway, Orlando,  Florida, 32809"
718,28.429588,-81.410681,"Delegates Drive, Orlando Central Park South, Orlando,  Florida, 32809"
719,28.435213,-81.42449000000001,"John Young Parkway, Orlando,  Florida, 32809"
720,28.435059,-81.42439299999999,"John Young Parkway, Orlando,  Florida, 32809"
721,28.433204,-81.411721,"Beachline Expressway, Orlando,  Florida, 32809"
722,28.435214,-81.424485,"John Young Parkway, Orlando,  Florida, 32809"
723,28.433197,-81.411722,"Beachline Expressway, Orlando,  Florida, 32809"
724,28.435178,-81.42453,"John Young Parkway, Orlando,  Florida, 32809"
725,28.435109,-81.424232,"John Young Parkway, Orlando,  Florida, 32809"
726,28.433173,-81.411727,"Beachline Expressway, Orlando,  Florida, 32809"
727,28.435177,-81.42451,"John Young Parkway, Orlando,  Florida, 32809"
728,28.435071,-81.424299,"John Young Parkway, Orlando,  Florida, 32809"
729,28.435209,-81.424471,"John Young Parkway, Orlando,  Florida, 32809"
730,28.435091,-81.42421400000001,"John Young Parkway, Orlando,  Florida, 32809"
731,28.415669,-81.437119,"Gray Eagle Drive, Green Briar Village, Williamsburg,  Florida, 32821"
732,28.434855,-81.425006,"Southpark Center Loop, SouthPark, Orlando,  Florida, 32809"
733,28.43494,-81.424485,"John Young Parkway, Orlando,  Florida, 32809"
734,28.413653,-81.466071,"Sea Harbor Drive, Orlando,  Florida, 32821"
735,28.421062,-81.436334,"2, Beachline Expressway, Orlando,  Florida, 32821"
736,28.418219,-81.463116,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
737,28.416641,-81.467628,"Westwood Boulevard, Orlando,  Florida, 32821"
738,28.417548,-81.46356400000001,"International Drive, Orlando,  Florida, 32821"
739,28.418237,-81.46409199999999,"Westwood Boulevard, Orlando,  Florida, 32821"
740,28.417493,-81.46756999999999,"Westwood Boulevard, Orlando,  Florida, 32821"
741,28.414191,-81.44957100000001,"Montpelier Circle, Montpelier, Williamsburg,  Florida, 32821"
742,28.417883,-81.463807,"International Drive, Orlando,  Florida, 32821"
743,28.417577,-81.46357999999999,"International Drive, Orlando,  Florida, 32821"
744,28.417578,-81.463607,"International Drive, Orlando,  Florida, 32821"
745,28.417931,-81.463696,"Westwood Boulevard, Orlando,  Florida, 32821"
746,28.417516,-81.463598,"International Drive, Orlando,  Florida, 32821"
747,28.417926,-81.46369900000001,"Westwood Boulevard, Orlando,  Florida, 32821"
748,28.417772,-81.46400800000001,"International Drive, Orlando,  Florida, 32821"
749,28.41754,-81.463615,"International Drive, Orlando,  Florida, 32821"
750,28.417794,-81.463763,"International Drive, Orlando,  Florida, 32821"
751,28.417616,-81.463607,"International Drive, Orlando,  Florida, 32821"
752,28.413416,-81.461316,"Dolphin Encounter, Sea Harbor Drive, Orlando,  Florida, 32821"
753,28.417114,-81.471232,"Westwood Boulevard, Orlando,  Florida, 32821"
754,28.417584,-81.46357999999999,"International Drive, Orlando,  Florida, 32821"
755,28.41175,-81.462576,"Dolphin Nursery, Sea Harbor Drive, Orlando,  Florida, 32821"
756,28.410594,-81.461383,"SeaWorld Orlando, 7007, International Drive, Orlando,  Florida, 32821"
757,28.417455,-81.463526,"International Drive, Orlando,  Florida, 32821"
758,28.40903,-81.460399,"7007, Central Florida Parkway, Orlando,  Florida, 32821"
759,28.417481,-81.463491,"International Drive, Orlando,  Florida, 32821"
760,28.417493,-81.463491,"International Drive, Orlando,  Florida, 32821"
761,28.409865,-81.460745,"Sharks Underwater Grill & Bar, 7007, Central Florida Parkway, Orlando,  Florida, 32821"
762,28.417499,-81.46349600000001,"International Drive, Orlando,  Florida, 32821"
763,28.417115,-81.471216,"Westwood Boulevard, Orlando,  Florida, 32821"
764,28.409883,-81.462684,"Central Florida Parkway, Orlando,  Florida, 32821"
765,28.409716,-81.461269,"Sky Tower, 7007, Central Florida Parkway, Orlando,  Florida, 32821"
766,28.417282,-81.46844400000001,"Westwood Boulevard, Orlando,  Florida, 32821"
767,28.408482,-81.462076,"Shamu Stadium, Central Florida Parkway, Orlando,  Florida, 32821"
768,28.408357,-81.46210600000001,"Shamu Stadium, Central Florida Parkway, Orlando,  Florida, 32821"
769,28.417609,-81.46301699999999,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
770,28.417606,-81.462936,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
771,28.408396,-81.462399,"Shamu Stadium, Central Florida Parkway, Orlando,  Florida, 32821"
772,28.410208,-81.461489,"Sky Tower, 7007, Central Florida Parkway, Orlando,  Florida, 32821"
773,28.407562,-81.46248199999999,"Shamu Stadium, Central Florida Parkway, Orlando,  Florida, 32821"
774,28.407905,-81.462906,"Shamu Stadium, Central Florida Parkway, Orlando,  Florida, 32821"
775,28.417598,-81.462977,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
776,28.425221,-81.452101,"Destination Parkway, Orlando,  Florida, 32821"
777,28.417121,-81.471104,"Westwood Boulevard, Orlando,  Florida, 32821"
778,28.417534,-81.462959,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
779,28.417576,-81.462997,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
780,28.407629,-81.462507,"Shamu Stadium, Central Florida Parkway, Orlando,  Florida, 32821"
781,28.407545,-81.462592,"Shamu Stadium, Central Florida Parkway, Orlando,  Florida, 32821"
782,28.407354,-81.46248199999999,"Shamu's Happy Harbor, 7007, Central Florida Parkway, Orlando,  Florida, 32821"
783,28.409257,-81.46205500000001,"Dine With Shamu, Central Florida Parkway, Orlando,  Florida, 32821"
784,28.417539,-81.46297199999999,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
785,28.417113,-81.471231,"Westwood Boulevard, Orlando,  Florida, 32821"
786,28.417579,-81.462942,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
787,28.41705,-81.47070600000001,"Westwood Boulevard, Orlando,  Florida, 32821"
788,28.410932,-81.461659,"SeaWorld Orlando, 7007, International Drive, Orlando,  Florida, 32821"
789,28.411242,-81.461078,"Seaport Theatre, International Drive, Orlando,  Florida, 32821"
790,28.417598,-81.46299500000001,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
791,28.412468,-81.46171200000001,"Sand Castle Toys and Treats, Sea Harbor Drive, Orlando,  Florida, 32821"
792,28.416968,-81.470028,"Westwood Boulevard, Orlando,  Florida, 32821"
793,28.417463,-81.463533,"International Drive, Orlando,  Florida, 32821"
794,28.417481,-81.463522,"International Drive, Orlando,  Florida, 32821"
795,28.417481,-81.463404,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
796,28.417502,-81.46343400000001,"International Drive, Orlando,  Florida, 32821"
797,28.417511,-81.463431,"International Drive, Orlando,  Florida, 32821"
798,28.417507,-81.463516,"International Drive, Orlando,  Florida, 32821"
799,28.417519,-81.46350700000001,"International Drive, Orlando,  Florida, 32821"
800,28.417515,-81.463499,"International Drive, Orlando,  Florida, 32821"
801,28.41753,-81.463565,"International Drive, Orlando,  Florida, 32821"
802,28.417516,-81.46352,"International Drive, Orlando,  Florida, 32821"
803,28.417462,-81.463335,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
804,28.4175,-81.463442,"International Drive, Orlando,  Florida, 32821"
805,28.417448,-81.463475,"International Drive, Orlando,  Florida, 32821"
806,28.417496,-81.463455,"International Drive, Orlando,  Florida, 32821"
807,28.417466,-81.463391,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
808,28.417476,-81.463444,"International Drive, Orlando,  Florida, 32821"
809,28.417471,-81.46346699999999,"International Drive, Orlando,  Florida, 32821"
810,28.417476,-81.463454,"International Drive, Orlando,  Florida, 32821"
811,28.417472,-81.463424,"International Drive, Orlando,  Florida, 32821"
812,28.417484,-81.463534,"International Drive, Orlando,  Florida, 32821"
813,28.417528,-81.463521,"International Drive, Orlando,  Florida, 32821"
814,28.417485,-81.463583,"International Drive, Orlando,  Florida, 32821"
815,28.417507,-81.463475,"International Drive, Orlando,  Florida, 32821"
816,28.417471,-81.463477,"International Drive, Orlando,  Florida, 32821"
817,28.417483,-81.46346200000001,"International Drive, Orlando,  Florida, 32821"
818,28.417489,-81.463471,"International Drive, Orlando,  Florida, 32821"
819,28.417502,-81.46340499999999,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
820,28.417516,-81.46348500000001,"International Drive, Orlando,  Florida, 32821"
821,28.417517,-81.463487,"International Drive, Orlando,  Florida, 32821"
822,28.417536,-81.463534,"International Drive, Orlando,  Florida, 32821"
823,28.417473,-81.463382,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
824,28.417496,-81.463477,"International Drive, Orlando,  Florida, 32821"
825,28.417483,-81.463463,"International Drive, Orlando,  Florida, 32821"
826,28.417484,-81.463452,"International Drive, Orlando,  Florida, 32821"
827,28.417491,-81.463471,"International Drive, Orlando,  Florida, 32821"
828,28.417527,-81.463508,"International Drive, Orlando,  Florida, 32821"
829,28.417499,-81.463511,"International Drive, Orlando,  Florida, 32821"
830,28.417114,-81.47123000000001,"Westwood Boulevard, Orlando,  Florida, 32821"
831,28.417475,-81.463337,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
832,28.417115,-81.47121799999999,"Westwood Boulevard, Orlando,  Florida, 32821"
833,28.41712,-81.471174,"Westwood Boulevard, Orlando,  Florida, 32821"
834,28.417494,-81.46340600000001,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
835,28.417139,-81.47099799999999,"Westwood Boulevard, Orlando,  Florida, 32821"
836,28.417478,-81.463386,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
837,28.417217,-81.47029499999999,"Westwood Boulevard, Orlando,  Florida, 32821"
838,28.417517,-81.463438,"International Drive, Orlando,  Florida, 32821"
839,28.417527,-81.467483,"Westwood Boulevard, Orlando,  Florida, 32821"
840,28.417454,-81.463471,"International Drive, Orlando,  Florida, 32821"
841,28.417494,-81.46325400000001,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
842,28.417473,-81.46346,"International Drive, Orlando,  Florida, 32821"
843,28.417518,-81.463483,"International Drive, Orlando,  Florida, 32821"
844,28.417543,-81.46343400000001,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
845,28.417473,-81.463331,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
846,28.417497,-81.463432,"International Drive, Orlando,  Florida, 32821"
847,28.417481,-81.46343299999999,"International Drive, Orlando,  Florida, 32821"
848,28.417476,-81.46350099999999,"International Drive, Orlando,  Florida, 32821"
849,28.417493,-81.463523,"International Drive, Orlando,  Florida, 32821"
850,28.417525,-81.463471,"International Drive, Orlando,  Florida, 32821"
851,28.417459,-81.46344000000001,"International Drive, Orlando,  Florida, 32821"
852,28.41747,-81.463408,"International Drive, Orlando,  Florida, 32821"
853,28.417113,-81.471232,"Westwood Boulevard, Orlando,  Florida, 32821"
854,28.417503,-81.463368,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
855,28.41704,-81.471085,"Westwood Boulevard, Orlando,  Florida, 32821"
856,28.417512,-81.463464,"International Drive, Orlando,  Florida, 32821"
857,28.417039,-81.471084,"Westwood Boulevard, Orlando,  Florida, 32821"
858,28.417518,-81.46342300000001,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
859,28.41656,-81.470125,"Westwood Boulevard, Orlando,  Florida, 32821"
860,28.41749,-81.463491,"International Drive, Orlando,  Florida, 32821"
861,28.417462,-81.46345100000001,"International Drive, Orlando,  Florida, 32821"
862,28.417483,-81.463424,"International Drive, Orlando,  Florida, 32821"
863,28.416563,-81.470113,"Westwood Boulevard, Orlando,  Florida, 32821"
864,28.417918,-81.46370400000001,"Westwood Boulevard, Orlando,  Florida, 32821"
865,28.417926,-81.463697,"Westwood Boulevard, Orlando,  Florida, 32821"
866,28.417502,-81.463453,"International Drive, Orlando,  Florida, 32821"
867,28.417522,-81.463477,"International Drive, Orlando,  Florida, 32821"
868,28.417505,-81.46349600000001,"International Drive, Orlando,  Florida, 32821"
869,28.417798,-81.463688,"International Drive, Orlando,  Florida, 32821"
870,28.417801,-81.463674,"International Drive, Orlando,  Florida, 32821"
871,28.417477,-81.463483,"International Drive, Orlando,  Florida, 32821"
872,28.417484,-81.463369,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
873,28.417478,-81.463525,"International Drive, Orlando,  Florida, 32821"
874,28.417488,-81.463488,"International Drive, Orlando,  Florida, 32821"
875,28.417325,-81.46374900000001,"International Drive, Orlando,  Florida, 32821"
876,28.417329,-81.462947,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
877,28.417271,-81.46262900000001,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
878,28.417585,-81.46296599999999,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
879,28.417616,-81.463007,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
880,28.417604,-81.46293799999999,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
881,28.417831,-81.463319,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
882,28.41776,-81.46299399999999,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
883,28.417676,-81.462923,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
884,28.417639,-81.462858,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
885,28.417522,-81.46297,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
886,28.417455,-81.462997,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
887,28.417115,-81.471231,"Westwood Boulevard, Orlando,  Florida, 32821"
888,28.417956,-81.463229,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
889,28.417369,-81.471101,"Westwood Boulevard, Orlando,  Florida, 32821"
890,28.423266,-81.46807,"West Entrance Drive, Orange County Convention Center, Orlando,  Florida, 32819"
891,28.432001,-81.467916,"Pointe Plaza Avenue, International Drive Resort Area, Orlando,  Florida, 32819"
892,28.433654,-81.47188800000001,"WonderWorks, 9067, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
893,28.434578,-81.471251,"Hawaiian Rumble Adventure Golf, 8969, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
894,28.430987,-81.470401,"The Oceanaire Seafood Room, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
895,28.430621,-81.470179,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
896,28.430635,-81.470074,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
897,28.430741,-81.470083,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
898,28.433268,-81.469888,"Pointe Orlando, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
899,28.430736,-81.47008,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
900,28.431347,-81.46740200000001,"Pointe Plaza Avenue, International Drive Resort Area, Orlando,  Florida, 32819"
901,28.430701,-81.47004200000001,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
902,28.429418,-81.464905,"Convention Way, Orange County Convention Center, Orlando,  Florida, 32819"
903,28.430668,-81.470062,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
904,28.430678,-81.470037,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
905,28.430767,-81.47005299999999,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
906,28.430649,-81.47013699999999,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
907,28.430698,-81.470113,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
908,28.430702,-81.47014,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
909,28.430665,-81.47013,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
910,28.430685,-81.46999700000001,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
911,28.430597,-81.470095,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
912,28.430664,-81.47016000000001,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
913,28.430659,-81.470069,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
914,28.429422,-81.46491,"Convention Way, Orange County Convention Center, Orlando,  Florida, 32819"
915,28.4308,-81.470158,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
916,28.430868,-81.470179,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
917,28.430703,-81.47011999999999,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
918,28.430382,-81.46615300000001,"Convention Way, Orange County Convention Center, Orlando,  Florida, 32819"
919,28.43073,-81.470049,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
920,28.430696,-81.470084,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
921,28.430649,-81.47007600000001,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
922,28.430693,-81.470039,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
923,28.430753,-81.470026,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
924,28.430731,-81.47010299999999,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
925,28.430584,-81.47011000000001,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
926,28.430943,-81.470215,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
927,28.430656,-81.470106,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
928,28.430719,-81.47004099999999,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
929,28.430802,-81.47015,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
930,28.430704,-81.47011500000001,"The Capital Grille, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
931,28.430966,-81.470466,"The Oceanaire Seafood Room, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
932,28.433274,-81.469897,"Pointe Orlando, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
933,28.430987,-81.47044699999999,"The Oceanaire Seafood Room, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
934,28.430774,-81.470499,"International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
935,28.430961,-81.47046899999999,"The Oceanaire Seafood Room, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
936,28.430857,-81.470467,"The Oceanaire Seafood Room, 9101, International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
937,28.429976,-81.470259,"International Drive, International Drive Resort Area, Dr. Phillips,  Florida, 32819"
938,28.427677,-81.46388899999999,"Convention Way, Orange County Convention Center, Orlando,  Florida, 32819"
939,28.424749,-81.461986,"Denny's Diner, 9880, International Drive, International Drive Resort Area, Orlando,  Florida, 32821"
940,28.421891,-81.459878,"International Drive, Orlando,  Florida, 32821"
941,28.418436,-81.463933,"Westwood Boulevard, Orlando,  Florida, 32821"
942,28.417591,-81.463058,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
943,28.4176,-81.462948,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
944,28.417422,-81.46303399999999,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
945,28.417703,-81.46288,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
946,28.417633,-81.463048,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
947,28.417627,-81.4629,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
948,28.41762,-81.462918,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
949,28.417116,-81.471186,"Westwood Boulevard, Orlando,  Florida, 32821"
950,28.417464,-81.462946,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
951,28.417568,-81.463849,"International Drive, Orlando,  Florida, 32821"
952,28.417621,-81.462913,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
953,28.417115,-81.47120200000001,"Westwood Boulevard, Orlando,  Florida, 32821"
954,28.41802,-81.46347400000001,"DoubleTree by Hilton Orlando at SeaWorld, 10100, International Drive, Orlando,  Florida, 32821"
955,28.417146,-81.47072900000001,"Westwood Boulevard, Orlando,  Florida, 32821"
956,28.417472,-81.463481,"International Drive, Orlando,  Florida, 32821"
